Particulars,Premium_Current_Month,Premium_Current_YTD,Premium_Previous_Month,Premium_Previous_YTD,Premium_YTD_Variation_Percent,Policies_Current_Month,Policies_Current_YTD,Policies_Previous_Month,Policies_Previous_YTD,Policies_YTD_Variation_Percent,Source_File,Date,Company,Company_Type,Premium_Variation_Zero_Base,Policy_Variation_Zero_Base
Individual Non Single Premium,66.46,419.09,61.55,421.06,-0.47,6604,51870,7915,62264,-16.69,DetailedReportofNB (35).xls,2024-12-01,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,7.03,62.92,7.36,117.0,-46.22,0,0,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,0.0,0.0,-0.03,0.3,-100.0,0,0,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,75.22,494.42,70.31,549.88,-10.09,6653,52301,7987,62785,-16.7,DetailedReportofNB (35).xls,2024-12-01,BHARTI AXA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,1.99,32.7,5.74,74.75,-56.26,35,405,54,504,-19.64,DetailedReportofNB (35).xls,2024-12-01,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,104.11,1585.42,186.16,1030.19,53.9,11079,141929,20151,128643,10.33,DetailedReportofNB (35).xls,2024-12-01,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,45.13,365.76,36.19,574.99,-36.39,2,6,0,10,-40.0,DetailedReportofNB (35).xls,2024-12-01,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.03,0.31,0.01,0.32,-3.53,0,0,0,2,-100.0,DetailedReportofNB (35).xls,2024-12-01,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,7.64,303.49,4.1,333.63,-9.03,1,9,0,8,12.5,DetailedReportofNB (35).xls,2024-12-01,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,158.89,2287.67,232.2,2013.88,13.59,11117,142349,20205,129167,10.21,DetailedReportofNB (35).xls,2024-12-01,CANARA HSBC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,20.72,94.42,6.44,43.27,118.23,24,322,12,80,302.5,DetailedReportofNB (35).xls,2024-12-01,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,0.16,3.84,0.0,0.0,83824.57,0,21,0,1,2000.0,DetailedReportofNB (35).xls,2024-12-01,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,20.87,98.26,6.44,43.27,127.07,24,343,12,81,323.46,DetailedReportofNB (35).xls,2024-12-01,CREDITACCESS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,1.27,10.81,0.68,34.28,-68.45,21,134,13,141,-4.96,DetailedReportofNB (35).xls,2024-12-01,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,53.65,322.9,51.77,286.75,12.61,4520,30613,5505,34959,-12.43,DetailedReportofNB (35).xls,2024-12-01,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,0.26,9.93,0.98,14.51,-31.52,0,0,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,0.0,0.08,0.41,0.97,-91.81,0,0,2,2,-100.0,DetailedReportofNB (35).xls,2024-12-01,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,55.18,343.73,53.84,336.51,2.14,4541,30747,5520,35102,-12.41,DetailedReportofNB (35).xls,2024-12-01,EDELWEISS LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,0.65,17.61,0.43,4.02,337.66,12,184,15,127,44.88,DetailedReportofNB (35).xls,2024-12-01,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,40.14,227.11,40.12,207.56,9.42,3916,23198,3542,22904,1.28,DetailedReportofNB (35).xls,2024-12-01,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,0.67,5.42,0.54,5.26,3.06,1,14,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Private,0,1
Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,13.07,89.14,6.76,88.75,0.44,1,21,0,13,61.54,DetailedReportofNB (35).xls,2024-12-01,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,54.53,339.29,47.85,305.6,11.02,3930,23417,3557,23044,1.62,DetailedReportofNB (35).xls,2024-12-01,GENERALI CENTRAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,GODIGIT LIFE INSURANCE LIMITED,Private,0,1
Individual Non Single Premium,7.59,18.18,0.0,0.0,0.0,970,2303,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,GODIGIT LIFE INSURANCE LIMITED,Private,1,1
Group Single Premium,74.22,505.09,55.48,110.96,355.2,2,80,22,39,105.13,DetailedReportofNB (35).xls,2024-12-01,GODIGIT LIFE INSURANCE LIMITED,Private,0,0
Group Non Single Premium,0.49,5.72,0.63,3.46,65.37,8,54,1,10,440.0,DetailedReportofNB (35).xls,2024-12-01,GODIGIT LIFE INSURANCE LIMITED,Private,0,0
Group Yearly Renewable Premium,5.94,253.05,9.33,104.12,143.02,13,483,55,302,59.93,DetailedReportofNB (35).xls,2024-12-01,GODIGIT LIFE INSURANCE LIMITED,Private,0,0
Total,88.24,782.04,65.44,218.54,257.85,993,2921,78,351,732.19,DetailedReportofNB (35).xls,2024-12-01,GODIGIT LIFE INSURANCE LIMITED,Private,0,0
Individual Single Premium,356.41,2738.58,342.21,2685.7,1.97,3942,31638,4168,31745,-0.34,DetailedReportofNB (35).xls,2024-12-01,HDFC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,1281.91,8565.37,1139.18,6975.26,22.8,112106,844810,108201,732806,15.28,DetailedReportofNB (35).xls,2024-12-01,HDFC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,1065.02,11209.15,1345.49,10440.41,7.36,20,274,36,185,48.11,DetailedReportofNB (35).xls,2024-12-01,HDFC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,HDFC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,10.16,148.12,16.02,242.96,-39.04,26,243,27,254,-4.33,DetailedReportofNB (35).xls,2024-12-01,HDFC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,2713.49,22661.22,2842.9,20344.33,11.39,116094,876965,112432,764990,14.64,DetailedReportofNB (35).xls,2024-12-01,HDFC LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,162.28,1300.55,143.93,1283.15,1.36,3205,29144,2306,16940,72.04,DetailedReportofNB (35).xls,2024-12-01,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,694.63,5406.35,635.21,4084.81,32.35,63273,427538,47289,381923,11.94,DetailedReportofNB (35).xls,2024-12-01,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,472.31,4197.73,536.39,3879.78,8.19,31,221,26,219,0.91,DetailedReportofNB (35).xls,2024-12-01,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,226.03,4234.56,181.74,2279.53,85.76,181,1520,143,1535,-0.98,DetailedReportofNB (35).xls,2024-12-01,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,1555.24,15139.19,1497.27,11527.27,31.33,66690,458423,49764,400617,14.43,DetailedReportofNB (35).xls,2024-12-01,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,6.4,90.3,4.18,473.6,-80.93,144,1610,151,9493,-83.04,DetailedReportofNB (35).xls,2024-12-01,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,147.77,906.59,115.83,1041.36,-12.94,18481,134841,17048,193012,-30.14,DetailedReportofNB (35).xls,2024-12-01,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,57.62,1022.95,67.24,928.16,10.21,14,119,13,131,-9.16,DetailedReportofNB (35).xls,2024-12-01,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.01,0.19,0.02,0.2,-5.48,0,1,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Private,0,1
Group Yearly Renewable Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,211.8,2020.03,187.28,2443.33,-17.32,18639,136571,17212,202636,-32.6,DetailedReportofNB (35).xls,2024-12-01,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,2.3,26.48,2.95,26.84,-1.32,69,715,68,663,7.84,DetailedReportofNB (35).xls,2024-12-01,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,101.42,712.72,119.76,735.27,-3.07,13125,114529,16171,126151,-9.21,DetailedReportofNB (35).xls,2024-12-01,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,6.47,46.89,8.11,47.24,-0.75,16,59,7,40,47.5,DetailedReportofNB (35).xls,2024-12-01,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,0.54,25.92,0.83,11.76,120.5,13,45,7,46,-2.17,DetailedReportofNB (35).xls,2024-12-01,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,110.73,812.01,131.65,821.1,-1.11,13223,115348,16253,126900,-9.1,DetailedReportofNB (35).xls,2024-12-01,INDUSIND NIPPON LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,62.12,983.32,148.98,821.19,19.74,923,15741,3222,19357,-18.68,DetailedReportofNB (35).xls,2024-12-01,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,327.56,1590.81,256.78,1402.69,13.41,31139,170681,27407,173387,-1.56,DetailedReportofNB (35).xls,2024-12-01,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,175.01,1720.87,212.87,1946.23,-11.58,11,65,5,67,-2.99,DetailedReportofNB (35).xls,2024-12-01,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.01,0.08,0.07,1.52,-94.44,1,5,0,7,-28.57,DetailedReportofNB (35).xls,2024-12-01,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,189.04,1111.88,142.57,907.34,22.54,67,637,46,528,20.64,DetailedReportofNB (35).xls,2024-12-01,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,753.73,5406.96,761.28,5078.97,6.46,32141,187129,30680,193346,-3.22,DetailedReportofNB (35).xls,2024-12-01,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,155.78,635.08,8.15,58.84,979.36,4045,15377,143,1015,1414.98,DetailedReportofNB (35).xls,2024-12-01,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,237.89,1556.62,263.33,1507.28,3.27,22670,204017,28161,195246,4.49,DetailedReportofNB (35).xls,2024-12-01,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,79.75,1058.79,81.04,614.6,72.27,2,75,3,23,226.09,DetailedReportofNB (35).xls,2024-12-01,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.03,0.35,0.02,0.18,89.01,0,0,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,2.91,50.55,2.99,46.75,8.13,0,2,0,7,-71.43,DetailedReportofNB (35).xls,2024-12-01,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,476.37,3301.38,355.54,2227.65,48.2,26717,219471,28307,196291,11.81,DetailedReportofNB (35).xls,2024-12-01,PNB METLIFE LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,0.22,2.45,0.17,1.0,145.89,13,80,7,37,116.22,DetailedReportofNB (35).xls,2024-12-01,PRAMERICA LIFE INSURANCE LIMITED.,Private,0,0
Individual Non Single Premium,24.94,176.99,20.8,123.45,43.37,5457,32971,4576,25175,30.97,DetailedReportofNB (35).xls,2024-12-01,PRAMERICA LIFE INSURANCE LIMITED.,Private,0,0
Group Single Premium,56.53,608.41,71.59,588.58,3.37,7,41,10,45,-8.89,DetailedReportofNB (35).xls,2024-12-01,PRAMERICA LIFE INSURANCE LIMITED.,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,PRAMERICA LIFE INSURANCE LIMITED.,Private,0,0
Group Yearly Renewable Premium,8.5,65.6,7.62,42.69,53.66,12,143,10,157,-8.92,DetailedReportofNB (35).xls,2024-12-01,PRAMERICA LIFE INSURANCE LIMITED.,Private,0,0
Total,90.19,853.45,100.17,755.72,12.93,5489,33235,4603,25414,30.77,DetailedReportofNB (35).xls,2024-12-01,PRAMERICA LIFE INSURANCE LIMITED.,Private,0,0
Individual Single Premium,900.95,5894.29,967.44,5529.67,6.59,11017,79920,10768,66793,19.65,DetailedReportofNB (35).xls,2024-12-01,SBI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,3416.21,13963.02,2927.14,12231.88,14.15,262642,1507389,297756,1575194,-4.3,DetailedReportofNB (35).xls,2024-12-01,SBI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,915.47,5848.39,644.42,7523.34,-22.26,48,242,43,203,19.21,DetailedReportofNB (35).xls,2024-12-01,SBI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,1.61,10.9,4.92,21.22,-48.66,0,0,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,SBI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,73.74,538.94,62.93,693.89,-22.33,18,166,17,184,-9.78,DetailedReportofNB (35).xls,2024-12-01,SBI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,5307.98,26255.54,4606.85,26000.0,0.98,273725,1587717,308584,1642374,-3.33,DetailedReportofNB (35).xls,2024-12-01,SBI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,8.71,63.69,6.27,42.23,50.79,1091,7675,988,8642,-11.19,DetailedReportofNB (35).xls,2024-12-01,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,136.57,800.65,102.91,539.54,48.39,43882,381035,51621,261387,45.77,DetailedReportofNB (35).xls,2024-12-01,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,44.77,431.96,49.43,386.96,11.63,1,19,1,13,46.15,DetailedReportofNB (35).xls,2024-12-01,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,31.84,152.51,0.0,0.0,0.0,3,28,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Private,1,1
Group Yearly Renewable Premium,3.6,124.01,11.46,305.97,-59.47,4,51,1,37,37.84,DetailedReportofNB (35).xls,2024-12-01,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,225.49,1572.81,170.08,1274.7,23.39,44981,388808,52611,270079,43.96,DetailedReportofNB (35).xls,2024-12-01,SHRIRAM LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,9.6,66.9,8.12,53.62,24.76,162,2122,218,1587,33.71,DetailedReportofNB (35).xls,2024-12-01,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,134.31,1068.37,181.61,1017.38,5.01,14240,117288,18819,134054,-12.51,DetailedReportofNB (35).xls,2024-12-01,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,132.29,1654.87,149.48,1002.12,65.14,1,18,4,24,-25.0,DetailedReportofNB (35).xls,2024-12-01,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,10.77,72.94,5.09,169.56,-56.98,6,47,4,42,11.9,DetailedReportofNB (35).xls,2024-12-01,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,286.97,2863.08,344.31,2242.68,27.66,14409,119475,19045,135707,-11.96,DetailedReportofNB (35).xls,2024-12-01,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,81.5,640.89,65.3,654.98,-2.15,1508,13511,1115,7130,89.5,DetailedReportofNB (35).xls,2024-12-01,TATA AIA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,1012.15,5632.88,877.12,4676.05,20.46,130022,638556,97763,499002,27.97,DetailedReportofNB (35).xls,2024-12-01,TATA AIA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,34.39,258.07,29.6,201.66,27.97,2,18,1,6,200.0,DetailedReportofNB (35).xls,2024-12-01,TATA AIA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.17,2.34,0.39,2.78,-15.85,0,0,0,0,0.0,DetailedReportofNB (35).xls,2024-12-01,TATA AIA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,28.78,401.29,18.81,269.03,49.16,26,344,32,313,9.9,DetailedReportofNB (35).xls,2024-12-01,TATA AIA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,1156.99,6935.47,991.21,5804.49,19.48,131558,652429,98911,506451,28.82,DetailedReportofNB (35).xls,2024-12-01,TATA AIA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,2111.1,15455.46,2081.19,14229.06,8.62,28935,224601,26559,186328,20.54,DetailedReportofNB (35).xls,2024-12-01,PRIVATE,Private,0,0
Individual Non Single Premium,9838.77,56051.88,8816.17,46834.44,19.68,931844,6217869,922994,5741069,8.31,DetailedReportofNB (35).xls,2024-12-01,PRIVATE,Private,0,0
Group Single Premium,4041.08,37166.56,4080.98,35312.02,5.25,186,1831,216,1337,36.95,DetailedReportofNB (35).xls,2024-12-01,PRIVATE,Private,0,0
Group Non Single Premium,41.84,232.15,14.62,100.71,130.52,28,148,8,60,146.67,DetailedReportofNB (35).xls,2024-12-01,PRIVATE,Private,0,0
Group Yearly Renewable Premium,662.06,8224.92,608.88,6391.93,28.68,422,4724,468,4534,4.19,DetailedReportofNB (35).xls,2024-12-01,PRIVATE,Private,0,0
PRIVATE TOTAL,16694.85,117130.96,15601.85,102868.16,13.87,961415,6449173,950245,5933328,8.69,DetailedReportofNB (35).xls,2024-12-01,PRIVATE,Private,0,0
Individual Single Premium,2522.01,20049.11,2000.19,17003.34,17.91,79761,711761,72421,640248,11.17,DetailedReportofNB (35).xls,2024-12-01,LIFE INSURANCE CORPORATION OF INDIA,Public,0,0
Individual Non Single Premium,2628.74,22327.87,3111.33,21605.0,3.35,1080824,10998744,1624654,11915798,-7.7,DetailedReportofNB (35).xls,2024-12-01,LIFE INSURANCE CORPORATION OF INDIA,Public,0,0
Group Single Premium,8191.29,111975.44,17601.97,105196.36,6.44,0,278,53,318,-12.58,DetailedReportofNB (35).xls,2024-12-01,LIFE INSURANCE CORPORATION OF INDIA,Public,0,0
Group Non Single Premium,47.38,1818.0,210.49,2252.62,-19.29,348,3446,310,2960,16.42,DetailedReportofNB (35).xls,2024-12-01,LIFE INSURANCE CORPORATION OF INDIA,Public,0,0
Group Yearly Renewable Premium,134.44,1785.53,57.29,1348.27,32.43,2381,20783,3169,22231,-6.51,DetailedReportofNB (35).xls,2024-12-01,LIFE INSURANCE CORPORATION OF INDIA,Public,0,0
Total,13523.87,157955.95,22981.28,147405.59,7.16,1163314,11735012,1700607,12581555,-6.73,DetailedReportofNB (35).xls,2024-12-01,LIFE INSURANCE CORPORATION OF INDIA,Public,0,0
GRAND TOTAL,30218.71,275086.92,38583.13,250273.75,9.91,2124729,18184185,2650852,18514883,-1.79,DetailedReportofNB (35).xls,2024-12-01,LIFE INSURANCE CORPORATION OF INDIA,Public,0,0
Individual Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (58).xls,2025-01-01,ACKO LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,0.35,2.73,0.04,0.04,6237.77,200,1494,11,13,11392.31,DetailedReportofNB (58).xls,2025-01-01,ACKO LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,4.01,45.89,4.32,21.67,111.76,0,8,1,7,14.29,DetailedReportofNB (58).xls,2025-01-01,ACKO LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (58).xls,2025-01-01,ACKO LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,DetailedReportofNB (58).xls,2025-01-01,ACKO LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,4.36,48.63,4.37,21.72,123.93,200,1502,12,20,7410.0,DetailedReportofNB (58).xls,2025-01-01,ACKO LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,34.12,499.1,51.03,332.84,49.95,384,5482,470,4803,14.14,DetailedReportofNB (58).xls,2025-01-01,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,395.56,2943.65,261.03,2207.15,33.37,29642,269124,24014,210839,27.64,DetailedReportofNB (58).xls,2025-01-01,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,174.65,4062.33,165.28,3051.27,33.14,9,143,15,79,81.01,DetailedReportofNB (58).xls,2025-01-01,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.94,13.07,1.05,23.93,-45.39,1,1,0,1,0.0,DetailedReportofNB (58).xls,2025-01-01,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,11.09,147.14,25.62,164.9,-10.77,18,232,48,265,-12.45,DetailedReportofNB (58).xls,2025-01-01,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,616.35,7665.29,504.0,5780.1,32.62,30054,274982,24547,215987,27.31,DetailedReportofNB (58).xls,2025-01-01,ADITYA BIRLA SUN LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,12.91,208.31,28.45,196.33,6.11,276,4134,563,3736,10.65,DetailedReportofNB (58).xls,2025-01-01,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,58.23,589.62,45.03,425.4,38.6,4924,45934,4260,39494,16.31,DetailedReportofNB (58).xls,2025-01-01,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Single Premium,28.26,266.39,30.41,241.86,10.14,1,27,4,27,0.0,DetailedReportofNB (58).xls,2025-01-01,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Non Single Premium,0.0,0.01,0.0,0.0,0.0,0,1,0,0,0.0,DetailedReportofNB (58).xls,2025-01-01,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Group Yearly Renewable Premium,0.0,0.09,0.0,0.0,0.0,0,5,0,0,0.0,DetailedReportofNB (58).xls,2025-01-01,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Total,99.39,1064.42,103.89,863.58,23.26,5201,50101,4827,43257,15.82,DetailedReportofNB (58).xls,2025-01-01,AGEAS FEDERAL LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Single Premium,4.11,22.49,0.7,16.34,37.62,42,332,13,262,26.72,DetailedReportofNB (58).xls,2025-01-01,AVIVA LIFE INSURANCE COMPANY LIMITED,Private,0,0
Individual Non Single Premium,11.6,104.06,14.52,156.46,-33.49,1486,12037,1730,21307,-43.51,DetailedReportofNB (58).xls,2025-01-01,AVIVA LIFE INSURANCE COMPANY LIMITED,Private,0,0
